Year,State,State Code,Agency,Fires - Human/Rx,Acres - Human/Rx,Fires - Lightning/Wildland,Acres - Lightning/Wildland
2015,Massachusetts,MA,OTHR,0,0,0,0
2015,Massachusetts,MA,ST,23,976,1523,1762
2015,Maryland,MD,DOD,0,0,0,0
2015,Maryland,MD,FWS,0,0,0,0
2015,Maryland,MD,NPS,0,0,0,0
2015,Maryland,MD,OTHR,0,0,0,0
2015,Maryland,MD,ST,46,1185,158,1078
2015,Maine,ME,BIA,0,0,0,0
2015,Maine,ME,FWS,2,14,0,0
2015,Maine,ME,NPS,4,4,0,0
2015,Maine,ME,OTHR,0,0,0,0
2015,Maine,ME,ST,12,66,375,574
2015,Michigan,MI,BIA,0,0,2,5
2015,Michigan,MI,FWS,2,982,0,0
2015,Michigan,MI,NPS,0,0,2,2
2015,Michigan,MI,OTHR,0,0,0,0
2015,Michigan,MI,ST,135,9359,344,2921
2015,Michigan,MI,USFS,63,2892,178,878
2015,Minnesota,MN,BIA,25,39326,627,2150
2015,Minnesota,MN,FWS,167,18785,27,2026
2015,Minnesota,MN,NPS,0,0,0,0
2015,Minnesota,MN,ST,387,11525,1107,25992
2015,Minnesota,MN,USFS,116,3570,88,395
2015,Missouri,MO,FWS,16,2286,2,32
2015,Missouri,MO,NPS,4,6314,4,43
2015,Missouri,MO,OTHR,0,0,0,1245
2015,Missouri,MO,ST,0,0,3086,23594
2015,Missouri,MO,USFS,32,25974,69,4979
2015,Mississippi,MS,FWS,29,7866,2,98
2015,Mississippi,MS,NPS,0,0,3,11
2015,Mississippi,MS,ST,0,0,2212,28915
2015,Mississippi,MS,USFS,80,61048,77,5745
2015,Montana,MT,BIA,19,5661,437,27206
2015,Montana,MT,BLM,31,10973,94,14925
2015,Montana,MT,C&L,0,0,839,68678
2015,Montana,MT,FWS,10,2777,6,704
2015,Montana,MT,NPS,10,105,20,23859
2015,Montana,MT,OTHR,0,0,0,0
2015,Montana,MT,ST,135,4955,339,3511
2015,Montana,MT,USFS,373,20435,697,212381
2015,North Carolina,NC,BIA,0,0,32,462
2015,North Carolina,NC,DOD,502,49076,0,0
2015,North Carolina,NC,FWS,9,9667,5,89
2015,North Carolina,NC,NPS,0,0,1,1
2015,North Carolina,NC,OTHR,7,287,2,52
2015,North Carolina,NC,ST,941,71990,3761,11662
2015,North Carolina,NC,USFS,44,17599,27,2954
2015,North Dakota,ND,BIA,5,143,678,11556
2015,North Dakota,ND,BLM,0,0,0,0
2015,North Dakota,ND,FWS,26,10871,8,980
2015,North Dakota,ND,NPS,4,1590,0,0
2015,North Dakota,ND,OTHR,0,0,0,0
2015,North Dakota,ND,ST,0,0,12,15927
2015,North Dakota,ND,USFS,4,1349,28,3858
2015,Nebraska,NE,BIA,8,1807,36,2441
2015,Nebraska,NE,FWS,22,6226,2,13
2015,Nebraska,NE,NPS,2,46,0,0
2015,Nebraska,NE,OTHR,0,0,0,0
2015,Nebraska,NE,ST,0,0,4,2338
2015,Nebraska,NE,USFS,3,1010,9,62
2015,New Hampshire,NH,DOD,3,18,0,0
2015,New Hampshire,NH,FWS,0,0,0,0
2015,New Hampshire,NH,NPS,0,0,0,0
2015,New Hampshire,NH,OTHR,0,0,0,0
2015,New Hampshire,NH,ST,1,5,113,622
2015,New Hampshire,NH,USFS,2,32,1,0
2015,New Jersey,NJ,DOD,0,0,0,0
2015,New Jersey,NJ,NPS,0,0,0,0
2015,New Jersey,NJ,OTHR,0,0,0,0
2015,New Jersey,NJ,ST,8,171,1013,2685
2015,New Mexico,NM,BIA,13,708,120,1874
2015,New Mexico,NM,BLM,13,10593,114,4498
2015,New Mexico,NM,DOD,0,0,3,8
2015,New Mexico,NM,FWS,7,2388,2,1
2015,New Mexico,NM,NPS,3,208,10,1
2015,New Mexico,NM,OTHR,0,0,0,0
2015,New Mexico,NM,ST,0,0,223,9641
2015,New Mexico,NM,USFS,36,9196,224,28081
2015,Nevada,NV,BIA,0,0,3,2
2015,Nevada,NV,BLM,10,700,351,17747
2015,Nevada,NV,C&L,0,0,34,156
2015,Nevada,NV,FWS,2,722,7,0
2015,Nevada,NV,NPS,2,616,16,8
2015,Nevada,NV,OTHR,0,0,0,0
2015,Nevada,NV,ST,18,2706,52,5048
2015,Nevada,NV,USFS,4,172,88,19518
2015,New York,NY,DOD,0,0,0,0
2015,New York,NY,FWS,0,0,0,0
2015,New York,NY,NPS,4,114,16,2
2015,New York,NY,OTHR,0,0,0,0
2015,New York,NY,ST,10,231,170,3842
2015,Ohio,OH,FWS,0,0,0,0
2015,Ohio,OH,NPS,0,0,0,0
2015,Ohio,OH,OTHR,0,0,0,0
2015,Ohio,OH,ST,2,330,24,341
2015,Ohio,OH,USFS,3,1998,45,207
2015,Oklahoma,OK,BIA,22,2029,497,74172
2015,Oklahoma,OK,FWS,2,5132,1,52
2015,Oklahoma,OK,NPS,0,0,0,0
2015,Oklahoma,OK,OTHR,0,0,77,4741
2015,Oklahoma,OK,ST,0,0,734,21417
2015,Oregon,OR,BIA,2,90,62,71804
2015,Oregon,OR,BLM,127,22713,256,269955
2015,Oregon,OR,C&L,0,0,0,0
2015,Oregon,OR,FWS,17,9704,6,149
2015,Oregon,OR,NPS,2,104,21,14627
2015,Oregon,OR,OTHR,0,0,0,0
2015,Oregon,OR,ST,24,3059,1139,72439
2015,Oregon,OR,USFS,379,52303,1104,256835
2015,Pennsylvania,PA,FWS,0,0,0,0
2015,Pennsylvania,PA,NPS,9,494,11,304
2015,Pennsylvania,PA,OTHR,0,0,0,0
2015,Pennsylvania,PA,ST,209,13761,816,4156
2015,Pennsylvania,PA,USFS,3,114,4,13
2015,Puerto Rico,PR,FWS,0,0,1,1
2015,Puerto Rico,PR,OTHR,0,0,0,0
2015,Puerto Rico,PR,ST,33,130,946,4476
2015,Puerto Rico,PR,USFS,0,0,0,0
2015,Rhode Island,RI,FWS,2,13,0,0
2015,Rhode Island,RI,NPS,0,0,0,0
2015,Rhode Island,RI,OTHR,0,0,0,0
2015,Rhode Island,RI,ST,1,10,86,132
2015,South Carolina,SC,DOD,60,10347,0,0
2015,South Carolina,SC,FWS,17,4998,0,0
2015,South Carolina,SC,NPS,1,287,0,0
2015,South Carolina,SC,OTHR,3641,110432,524,1852
2015,South Carolina,SC,ST,4425,122805,424,1748
2015,South Carolina,SC,USFS,50,43976,28,200
2015,South Dakota,SD,BIA,21,685,345,7878
2015,South Dakota,SD,BLM,10,767,1,57
2015,South Dakota,SD,C&L,0,0,1,13950
2015,South Dakota,SD,FWS,14,4222,1,1
2015,South Dakota,SD,NPS,3,1002,1,5420
2015,South Dakota,SD,ST,13,549,644,45585
2015,South Dakota,SD,USFS,22,14791,39,94
2015,Tennessee,TN,NPS,1,519,0,0
2015,Tennessee,TN,OTHR,0,0,0,0
2015,Tennessee,TN,ST,0,0,599,8234
2015,Tennessee,TN,USFS,16,10549,12,244
2015,Texas,TX,BLM,1,4330,0,0
2015,Texas,TX,C&L,-3,-3793,8379,76341
2015,Texas,TX,DOD,0,0,0,0
2015,Texas,TX,FWS,15,12150,27,863
2015,Texas,TX,NPS,2,4518,8,92
2015,Texas,TX,OTHR,6,1987,0,0
2015,Texas,TX,ST,20,7056,847,106578
2015,Texas,TX,USFS,51,79945,11,544
2015,Utah,UT,BIA,0,0,30,23
2015,Utah,UT,BLM,23,461,233,997
2015,Utah,UT,DOD,0,0,0,0
2015,Utah,UT,FWS,1,1060,0,3
2015,Utah,UT,NPS,7,118,14,55
2015,Utah,UT,OTHR,11,1120,0,0
2015,Utah,UT,ST,31,734,456,4306
2015,Utah,UT,USFS,46,15538,197,4819
2015,Virginia,VA,FWS,0,0,0,0
2015,Virginia,VA,NPS,0,0,2,3
2015,Virginia,VA,OTHR,1,250,43,207
2015,Virginia,VA,ST,162,4224,566,5337
2015,Virginia,VA,USFS,3,6715,20,1027
2015,Vermont,VT,FWS,0,0,0,0
2015,Vermont,VT,NPS,0,0,0,0
2015,Vermont,VT,OTHR,0,0,0,0
2015,Vermont,VT,ST,3,78,100,345
2015,Vermont,VT,USFS,8,470,2,1
2015,Washington,WA,BIA,10,4436,290,330657
2015,Washington,WA,BLM,0,0,50,46333
2015,Washington,WA,C&L,0,0,0,0
2015,Washington,WA,FWS,4,151,37,25495
2015,Washington,WA,NPS,4,120,53,11511
2015,Washington,WA,OTHR,0,0,117,241
2015,Washington,WA,ST,2,101,1067,376420
2015,Washington,WA,USFS,18,2254,399,347007
2015,Wisconsin,WI,BIA,5,72,4,134
2015,Wisconsin,WI,FWS,94,10912,4,52
2015,Wisconsin,WI,NPS,1,60,0,0
2015,Wisconsin,WI,OTHR,320,6691,0,0
2015,Wisconsin,WI,ST,271,21888,959,2766
2015,Wisconsin,WI,USFS,11,4011,26,18
2015,West Virginia,WV,NPS,0,0,3,13
2015,West Virginia,WV,OTHR,0,0,0,0
2015,West Virginia,WV,ST,0,0,0,0
2015,West Virginia,WV,USFS,3,912,5,206
2015,Wyoming,WY,BIA,0,0,65,3156
2015,Wyoming,WY,BLM,14,7430,104,4220
2015,Wyoming,WY,C&L,1,649,233,21147
2015,Wyoming,WY,FWS,2,121,0,0
2015,Wyoming,WY,NPS,11,399,15,2604
2015,Wyoming,WY,OTHR,0,0,0,0
2015,Wyoming,WY,ST,0,0,16,3430
2015,Wyoming,WY,USFS,45,1944,79,1095
2014,Alaska,AK,BIA,0,0,0,0
2014,Alaska,AK,BLM,7,59591,59,31532
2014,Alaska,AK,DOD,0,0,0,0
2014,Alaska,AK,FWS,0,0,0,0
2014,Alaska,AK,NPS,0,0,0,0
2014,Alaska,AK,OTHR,0,0,0,0
2014,Alaska,AK,ST,0,0,301,202022
2014,Alaska,AK,USFS,0,0,24,7
2014,Alabama,AL,FWS,1,250,0,0
2014,Alabama,AL,NPS,2,4000,0,0
2014,Alabama,AL,OTHR,0,0,840,17690
2014,Alabama,AL,ST,0,0,1208,20714
2014,Alabama,AL,USFS,129,97257,45,2123
2014,Arkansas,AR,FWS,7,1686,3,1
2014,Arkansas,AR,NPS,5,5095,16,123
2014,Arkansas,AR,OTHR,0,0,0,0
2014,Arkansas,AR,ST,0,0,1238,16642
2014,Arkansas,AR,USFS,130,127524,45,3398
2014,Arizona,AZ,BIA,16,14049,373,114363
2014,Arizona,AZ,BLM,6,1449,132,2137
2014,Arizona,AZ,DOD,0,0,0,0
2014,Arizona,AZ,FWS,4,1933,6,4
2014,Arizona,AZ,NPS,1,936,57,7701
2014,Arizona,AZ,OTHR,0,0,0,0
2014,Arizona,AZ,OTHR,0,0,0,0
2014,Arizona,AZ,ST,1,75,389,5077
2014,Arizona,AZ,USFS,105,46463,586,75917
2014,California,CA,BIA,8,95,137,549
2014,California,CA,BLM,12,628,114,19086
2014,California,CA,C&L,3,112,5,23
2014,California,CA,DOD,0,0,126,24121
2014,California,CA,FWS,50,8588,24,889
2014,California,CA,NPS,32,2716,99,7452
2014,California,CA,ST,0,0,5900,103211
2014,California,CA,USFS,409,24857,1460,399713
2014,Colorado,CO,BIA,3,174,67,65
2014,Colorado,CO,BLM,33,2664,260,9007
2014,Colorado,CO,C&L,71,457,261,14693
2014,Colorado,CO,DOD,6,965,2,0
2014,Colorado,CO,FWS,16,2427,3,0
2014,Colorado,CO,NPS,10,270,22,410
2014,Colorado,CO,OTHR,0,20,0,0
2014,Colorado,CO,ST,0,0,5,663
2014,Colorado,CO,USFS,100,12830,210,111
2014,Connecticut,CT,FWS,0,0,0,0
2014,Connecticut,CT,NPS,0,0,0,0
2014,Connecticut,CT,OTHR,0,0,0,0
2014,Connecticut,CT,ST,4,34,28,69
2014,Delaware,DE,OTHR,0,0,0,0
2014,Delaware,DE,ST,0,0,0,0
2014,Florida,FL,BIA,79,15071,0,0
2014,Florida,FL,DOD,132,111858,28,3382
2014,Florida,FL,FWS,85,44177,56,6135
2014,Florida,FL,NPS,13,31931,3,24
2014,Florida,FL,OTHR,0,0,0,0
2014,Florida,FL,ST,0,0,2294,88198
2014,Florida,FL,USFS,162,157831,55,3860
2014,Georgia,GA,DOD,0,0,0,0
2014,Georgia,GA,FWS,39,21442,3,3
2014,Georgia,GA,NPS,0,0,0,0
2014,Georgia,GA,OTHR,0,0,0,0
2014,Georgia,GA,ST,0,0,3532,18464
2014,Georgia,GA,USFS,33,32015,27,732
2014,Hawaii,HI,C&L,0,0,0,0
2014,Hawaii,HI,NPS,0,0,0,0
2014,Hawaii,HI,ST,0,0,0,0
2014,Iowa,IA,BIA,61,8993,0,0
2014,Iowa,IA,FWS,0,0,3,211
2014,Iowa,IA,NPS,0,0,0,0
2014,Iowa,IA,OTHR,0,0,0,0
2014,Iowa,IA,ST,277,10233,574,11136
2014,Idaho,ID,BIA,55,8020,26,2807
2014,Idaho,ID,BLM,20,2092,127,49581
2014,Idaho,ID,C&L,9,0,47,6340
2014,Idaho,ID,DOD,0,0,0,0
2014,Idaho,ID,FWS,1,1,0,0
2014,Idaho,ID,NPS,0,0,0,0
2014,Idaho,ID,OTHR,0,0,0,0
2014,Idaho,ID,ST,38,8897,351,79989
2014,Idaho,ID,USFS,223,26006,629,50713
2014,Illinois,IL,FWS,7,455,2,265
2014,Illinois,IL,OTHR,2,467,1,113
2014,Illinois,IL,ST,84,4450,10,267
2014,Illinois,IL,USFS,21,8983,23,82
2014,Indiana,IN,DOD,1,38,2,0
2014,Indiana,IN,FWS,11,5382,1,15
2014,Indiana,IN,NPS,8,1065,15,22
2014,Indiana,IN,OTHR,0,38,3,87
2014,Indiana,IN,ST,8,725,4,47
2014,Indiana,IN,USFS,8,1480,29,105
2014,Kansas,KS,BIA,12,2348,11,375
2014,Kansas,KS,C&L,0,0,37,26436
2014,Kansas,KS,DOD,0,0,1,1400
2014,Kansas,KS,FWS,30,3332,18,955
2014,Kansas,KS,NPS,4,6647,1,2095
2014,Kansas,KS,ST,1,0,0,0
2014,Kansas,KS,USFS,0,0,0,0
2014,Kentucky,KY,NPS,0,0,0,0
2014,Kentucky,KY,OTHR,0,0,0,0
2014,Kentucky,KY,ST,0,0,1410,40292
2014,Kentucky,KY,USFS,16,7341,56,2907
2014,Louisiana,LA,FWS,19,2081,8,2352
2014,Louisiana,LA,NPS,0,0,0,0
2014,Louisiana,LA,OTHR,0,0,0,0
2014,Louisiana,LA,ST,0,0,944,8862
2014,Louisiana,LA,USFS,96,121673,53,14123
2014,Massachusetts,MA,DOD,0,0,0,0
2014,Massachusetts,MA,FWS,9,62,2,27
2014,Massachusetts,MA,NPS,29,222,0,0
2014,Massachusetts,MA,OTHR,0,0,0,0
2014,Massachusetts,MA,ST,26,368,1167,1170
2014,Maryland,MD,DOD,0,0,0,0
2014,Maryland,MD,FWS,16,7622,5,82
2014,Maryland,MD,NPS,0,0,3,0
2014,Maryland,MD,OTHR,0,0,0,0
2014,Maryland,MD,ST,40,1089,117,1720
2014,Maine,ME,BIA,0,0,0,0
2014,Maine,ME,FWS,12,78,0,0
2014,Maine,ME,NPS,0,0,0,0
2014,Maine,ME,OTHR,0,0,282,158
2014,Maine,ME,ST,8,196,0,0
2014,Michigan,MI,BIA,0,0,2,1
2014,Michigan,MI,FWS,4,214,1,20
2014,Michigan,MI,NPS,0,0,0,0
2014,Michigan,MI,OTHR,0,0,0,35
2014,Michigan,MI,ST,105,9816,167,550
2014,Michigan,MI,USFS,45,6303,98,110
2014,Minnesota,MN,BIA,47,58209,452,681
2014,Minnesota,MN,FWS,215,30223,26,660
2014,Minnesota,MN,NPS,0,0,0,0
2014,Minnesota,MN,OTHR,0,0,0,0
2014,Minnesota,MN,ST,169,14019,467,2902
2014,Minnesota,MN,USFS,131,5601,45,124
2014,Missouri,MO,FWS,14,1465,4,139
2014,Missouri,MO,NPS,9,4026,5,5
2014,Missouri,MO,OTHR,0,0,3,1250
2014,Missouri,MO,ST,0,0,1,59
2014,Missouri,MO,USFS,19,39678,92,4154
2014,Mississippi,MS,FWS,33,7975,13,560
2014,Mississippi,MS,NPS,8,270,5,4
2014,Mississippi,MS,OTHR,0,0,0,0
2014,Mississippi,MS,USFS,142,152880,79,9489
2014,Montana,MT,BIA,0,0,322,6572
2014,Montana,MT,BLM,48,8234,91,6689
2014,Montana,MT,C&L,0,0,507,20179
2014,Montana,MT,FWS,13,4003,6,1221
2014,Montana,MT,NPS,6,390,6,2
2014,Montana,MT,OTHR,0,0,1,55
2014,Montana,MT,ST,66,4589,267,628
2014,Montana,MT,USFS,336,30635,446,2772
2014,North Carolina,NC,BIA,0,0,25,362
2014,North Carolina,NC,DOD,623,65439,2,11
2014,North Carolina,NC,FWS,0,0,4,3
2014,North Carolina,NC,NPS,0,0,0,0
2014,North Carolina,NC,OTHR,0,0,0,0
2014,North Carolina,NC,ST,720,68297,4458,13374
2014,North Carolina,NC,USFS,59,27188,136,1851
2014,North Dakota,ND,BIA,4,361,542,3205
2014,North Dakota,ND,BLM,0,0,0,0
2014,North Dakota,ND,FWS,59,10376,9,672
2014,North Dakota,ND,NPS,4,3122,5,7
2014,North Dakota,ND,OTHR,0,0,2,37
2014,North Dakota,ND,ST,0,0,0,0
2014,North Dakota,ND,USFS,6,1649,9,148
2014,Nebraska,NE,BIA,3,1406,22,681
2014,Nebraska,NE,FWS,11,2285,2,204
2014,Nebraska,NE,NPS,4,644,1,0
2014,Nebraska,NE,OTHR,1,286,0,0
2014,Nebraska,NE,ST,0,0,4,61
2014,Nebraska,NE,USFS,7,1089,9,46
2014,New Hampshire,NH,DOD,5,27,0,0
2014,New Hampshire,NH,FWS,2,40,0,0
2014,New Hampshire,NH,NPS,0,0,0,0
2014,New Hampshire,NH,OTHR,0,0,0,0
2014,New Hampshire,NH,ST,0,0,61,45
2014,New Hampshire,NH,USFS,6,67,1,0
2014,New Jersey,NJ,DOD,0,0,43,3891
2014,New Jersey,NJ,NPS,0,0,0,0
2014,New Jersey,NJ,OTHR,0,0,0,0
2014,New Jersey,NJ,ST,208,15171,919,6509
2014,New Mexico,NM,BIA,4,707,137,734
2014,New Mexico,NM,BLM,15,19236,92,1191
2014,New Mexico,NM,DOD,0,0,0,0
2014,New Mexico,NM,FWS,3,26,4,533
2014,New Mexico,NM,NPS,0,0,5,851
2014,New Mexico,NM,OTHR,0,0,0,0
2014,New Mexico,NM,ST,1,245,206,9300
2014,New Mexico,NM,USFS,42,15878,284,10831
2014,Nevada,NV,BIA,0,0,2,15
2014,Nevada,NV,BLM,4,991,323,32516
2014,Nevada,NV,C&L,0,0,1,1
2014,Nevada,NV,FWS,1,300,4,1
2014,Nevada,NV,NPS,8,2027,18,9
2014,Nevada,NV,OTHR,0,0,27,33
2014,Nevada,NV,ST,8,152,38,1088
2014,Nevada,NV,USFS,6,421,118,25589
2014,New York,NY,DOD,0,0,0,0
2014,New York,NY,FWS,0,0,0,0
2014,New York,NY,NPS,2,100,8,41
2014,New York,NY,OTHR,0,0,0,0
2014,New York,NY,ST,9,235,86,541
2014,Ohio,OH,FWS,0,0,0,0
2014,Ohio,OH,NPS,0,0,0,0
2014,Ohio,OH,OTHR,0,0,4,114
2014,Ohio,OH,ST,0,0,20,296
2014,Ohio,OH,USFS,7,3031,39,274
2014,Oklahoma,OK,BIA,20,3827,448,112595
2014,Oklahoma,OK,FWS,2,382,1,1
2014,Oklahoma,OK,NPS,0,0,0,0
2014,Oklahoma,OK,OTHR,0,0,54,29995
2014,Oklahoma,OK,ST,0,0,504,14489
2014,Oregon,OR,BIA,4,1280,103,50575
2014,Oregon,OR,BLM,240,28337,340,700330
2014,Oregon,OR,C&L,0,0,0,0
2014,Oregon,OR,FWS,25,3856,6,29
2014,Oregon,OR,NPS,2,26,44,326
2014,Oregon,OR,OTHR,0,0,15,42917
2014,Oregon,OR,ST,14,1805,1169,71172
2014,Oregon,OR,USFS,373,53583,1410,119279
2014,Pennsylvania,PA,FWS,0,0,0,0
2014,Pennsylvania,PA,NPS,10,800,0,0
2014,Pennsylvania,PA,OTHR,0,0,0,0
2014,Pennsylvania,PA,ST,156,6083,871,4511
2014,Pennsylvania,PA,USFS,1,73,6,8
2014,Puerto Rico,PR,FWS,0,0,57,498
2014,Puerto Rico,PR,OTHR,0,0,0,0
2014,Puerto Rico,PR,ST,0,0,3590,15794
2014,Puerto Rico,PR,USFS,0,0,0,0
2014,Rhode Island,RI,FWS,0,0,1,0
2014,Rhode Island,RI,NPS,0,0,0,0
2014,Rhode Island,RI,OTHR,0,0,0,0
2014,Rhode Island,RI,ST,0,0,0,0
2014,South Carolina,SC,DOD,26,3624,20,1989
2014,South Carolina,SC,FWS,23,5825,2,396
2014,South Carolina,SC,NPS,1,389,0,0
2014,South Carolina,SC,OTHR,6263,223994,1060,4225
2014,South Carolina,SC,ST,2536,47338,260,896
2014,South Carolina,SC,USFS,75,62416,32,806
2014,South Dakota,SD,BIA,19,1364,384,2498
2014,South Dakota,SD,BLM,8,1473,1,1
2014,South Dakota,SD,C&L,0,0,0,0
2014,South Dakota,SD,FWS,50,12388,5,174
2014,South Dakota,SD,NPS,8,2404,0,0
2014,South Dakota,SD,OTHR,0,0,0,0
2014,South Dakota,SD,ST,21,3611,486,10443
2014,South Dakota,SD,USFS,38,14265,42,11
2014,Tennessee,TN,NPS,1,18,0,0
2014,Tennessee,TN,OTHR,0,0,0,0
2014,Tennessee,TN,ST,0,0,1192,154541
2014,Tennessee,TN,USFS,34,18163,54,1850
2014,Texas,TX,BIA,0,0,0,0
2014,Texas,TX,BLM,0,0,0,0
2014,Texas,TX,C&L,0,0,9079,56952
2014,Texas,TX,DOD,0,0,0,0
2014,Texas,TX,FWS,3,2151,7,429
2014,Texas,TX,NPS,0,0,8,2604
2014,Texas,TX,OTHR,0,0,0,0
2014,Texas,TX,ST,0,0,580,70909
2014,Texas,TX,USFS,55,96096,3,244
2014,Utah,UT,BIA,0,0,39,29
2014,Utah,UT,BLM,11,1704,261,10735
2014,Utah,UT,DOD,0,0,2,5000
2014,Utah,UT,FWS,4,2183,1,0
2014,Utah,UT,NPS,6,44,12,83
2014,Utah,UT,OTHR,0,0,0,0
2014,Utah,UT,ST,38,1807,505,6648
2014,Utah,UT,USFS,54,10063,215,5760
2014,Virginia,VA,FWS,0,0,0,0
2014,Virginia,VA,NPS,5,177,3,131
2014,Virginia,VA,OTHR,0,0,0,0
2014,Virginia,VA,ST,1,10,710,10022
2014,Virginia,VA,USFS,18,22950,23,293
2014,Vermont,VT,FWS,0,0,0,0
2014,Vermont,VT,NPS,0,0,0,0
2014,Vermont,VT,OTHR,0,0,0,0
2014,Vermont,VT,ST,0,0,53,91
2014,Vermont,VT,USFS,8,118,0,0
2014,Washington,WA,BIA,8,2510,227,31193
2014,Washington,WA,BLM,3,2198,29,6379
2014,Washington,WA,C&L,0,0,0,0
2014,Washington,WA,FWS,6,499,52,513
2014,Washington,WA,NPS,5,75,43,2927
2014,Washington,WA,OTHR,6,143,55,1440
2014,Washington,WA,ST,0,0,798,212540
2014,Washington,WA,USFS,70,9772,276,131980
2014,Wisconsin,WI,BIA,6,208,0,0
2014,Wisconsin,WI,FWS,63,8726,7,411
2014,Wisconsin,WI,NPS,5,175,0,0
2014,Wisconsin,WI,OTHR,315,8011,0,0
2014,Wisconsin,WI,ST,208,20313,592,2743
2014,Wisconsin,WI,USFS,27,3362,14,114
2014,West Virginia,WV,NPS,0,0,2,129
2014,West Virginia,WV,OTHR,0,0,51,371
2014,West Virginia,WV,ST,0,0,613,7749
2014,West Virginia,WV,USFS,9,1294,5,37
2014,Wyoming,WY,BIA,0,0,58,52
2014,Wyoming,WY,BLM,22,3714,115,2458
2014,Wyoming,WY,C&L,1,1,134,2481
2014,Wyoming,WY,FWS,0,0,2,1
2014,Wyoming,WY,NPS,7,367,8,3
2014,Wyoming,WY,OTHR,0,0,0,0
2014,Wyoming,WY,ST,1,4,12,527
2014,Wyoming,WY,USFS,21,2904,74,2314
2013,Alaska,AK,BIA,0,0,1,465
2013,Alaska,AK,BLM,0,0,41,408624
2013,Alaska,AK,DDQ,12,5149,30,97623
2013,Alaska,AK,FWS,1,5,37,108217
2013,Alaska,AK,NPS,2,22,27,169608
2013,Alaska,AK,OTHR,0,0,311,73329
2013,Alaska,AK,ST,1,1,147,459009
2013,Alaska,AK,USFS,0,0,9,1
2013,Alabama,AL,FWS,0,0,0,0
2013,Alabama,AL,NPS,0,0,0,0
2013,Alabama,AL,PRI,0,0,0,0
2013,Alabama,AL,ST,0,0,1250,23589
2013,Alabama,AL,USFS,132,113070,34,2034
2013,Arkansas,AR,FWS,6,940,3,105
2013,Arkansas,AR,NPS,3,13552,15,1253
2013,Arkansas,AR,PRI,0,0,0,0
2013,Arkansas,AR,ST,0,0,785,11219
2013,Arkansas,AR,USFS,189,164724,78,2156
2013,Arizona,AZ,BIA,13,18215,419,47132
2013,Arizona,AZ,BLM,11,916,162,8164
2013,Arizona,AZ,DDQ,0,0,1,10
2013,Arizona,AZ,FWS,1,23,28,3336
2013,Arizona,AZ,NPS,2,236,62,1707
2013,Arizona,AZ,OTHR,0,0,224,8721
2013,Arizona,AZ,PRI,0,0,0,0
2013,Arizona,AZ,ST,0,0,128,7936
2013,Arizona,AZ,USFS,107,30101,732,28275
2013,California,CA,BIA,19,251,183,480
2013,California,CA,BLM,17,723,185,7783
2013,California,CA,CNTY,4,63,28,17
2013,California,CA,DDQ,1,120,188,11212
2013,California,CA,FWS,36,23750,36,764
2013,California,CA,NPS,36,1169,86,79245
2013,California,CA,ST,0,0,7666,127532
2013,California,CA,USFS,429,22468,1535,350642
2013,Colorado,CO,BIA,3,36,111,112
2013,Colorado,CO,BLM,23,1062,401,7466
2013,Colorado,CO,CNTY,30,1487,323,32584
2013,Colorado,CO,DDQ,8,5385,3,2
2013,Colorado,CO,FWS,7,864,5,0
2013,Colorado,CO,NPS,5,151,30,1009
2013,Colorado,CO,OTHR,0,0,0,0
2013,Colorado,CO,ST,0,0,9,824
2013,Colorado,CO,USFS,116,7336,294,153148
2013,Connecticut,CT,FWS,0,0,0,0
2013,Connecticut,CT,NPS,0,0,0,0
2013,Connecticut,CT,PRI,0,0,76,238
2013,Connecticut,CT,ST,4,37,0,0
2013,Delaware,DE,PRI,10,115,4,17
2013,Delaware,DE,ST,10,85,0,0
2013,Florida,FL,BIA,48,15186,0,0
2013,Florida,FL,DDQ,#VALUE!,87812,17,3408
2013,Florida,FL,FWS,40,23491,7,61
2013,Florida,FL,NPS,9,17886,7,233
2013,Florida,FL,PRI,0,0,0,0
2013,Florida,FL,USFS,217,194993,70,3958
2013,Georgia,GA,DDQ,152,87219,0,0
2013,Georgia,GA,FWS,13,4018,0,0
2013,Georgia,GA,NPS,1,2,1,1
2013,Georgia,GA,PRI,0,0,0,0
2013,Georgia,GA,ST,0,0,2939,6729
2013,Georgia,GA,USFS,40,40275,2,6
2013,Hawaii,HI,CNTY,0,0,0,0
2013,Hawaii,HI,NPS,0,0,0,0
2013,Hawaii,HI,ST,0,0,0,0
2013,Iowa,IA,BIA,0,0,0,0
2013,Iowa,IA,FWS,48,6032,3,146
2013,Iowa,IA,NPS,0,0,0,0
2013,Iowa,IA,PRI,210,12416,433,14558
2013,Iowa,IA,ST,0,0,0,0
2013,Idaho,ID,BIA,4,696,9,102
2013,Idaho,ID,BLM,14,1028,238,282650
2013,Idaho,ID,CNTY,0,0,63,35033
2013,Idaho,ID,DDQ,0,0,0,0
2013,Idaho,ID,FWS,2,681,0,0
2013,Idaho,ID,NPS,0,0,1,0
2013,Idaho,ID,OTHR,0,0,29,343
2013,Idaho,ID,PRI,0,0,2,75
2013,Idaho,ID,ST,132,6523,311,22045
2013,Idaho,ID,USFS,160,19966,818,381956
2013,Illinois,IL,FWS,8,1029,3,5
2013,Illinois,IL,PRI,13,271,5,18
2013,Illinois,IL,ST,129,9260,2,3
2013,Illinois,IL,USFS,28,5957,14,29
